Species	Latitude	Longitude
"Quercus rubra"	35.00299158	-82.96881128
"Quercus rubra"	35.03735756	-82.99553784
"Quercus rubra"	35.02918903	-82.96121046
"Quercus rubra"	35.065896	-83.02451513
"Quercus rubra"	35.09398278	-83.00981671
"Quercus rubra"	35.07153383	-83.00973461
"Quercus rubra"	35.00997551	-82.98126748
"Quercus rubra"	35.01923389	-82.96994369
"Quercus rubra"	35.01254898	-82.97241871
"Quercus rubra"	35.0681504	-82.9889094
"Quercus rubra"	35.32352356	-83.51894385
"Quercus rubra"	35.59890647	-81.61510591
"Quercus rubra"	35.83829174	-78.4589777
"Quercus rubra"	35.539015	-83.83224225
"Quercus rubra"	35.579402	-83.76888143
"Quercus rubra"	35.59894488	-83.49989126
"Quercus rubra"	35.54079429	-83.84023871
"Quercus rubra"	35.58113749	-83.77346396
"Quercus rubra"	35.54859816	-83.83359477
"Quercus rubra"	35.53987508	-83.83193628
"Quercus rubra"	35.52373517	-83.85272173
"Quercus rubra"	35.55489538	-83.83719413
"Quercus rubra"	35.52292138	-83.85266669
"Quercus rubra"	35.10053934	-83.09982339
"Quercus rubra"	35.09984978	-83.101916
"Quercus rubra"	35.09878166	-83.10026051
"Quercus rubra"	36.01490868	-81.15423527
"Quercus rubra"	35.20874175	-81.30111621
"Quercus rubra"	34.99743144	-83.14355084
"Quercus rubra"	35.00671221	-83.06956395
"Quercus rubra"	35.00196251	-83.09979127
"Quercus rubra"	35.43317019	-80.03349824
"Quercus rubra"	35.44413002	-80.06525248
"Quercus rubra"	35.28582759	-83.10572386
"Quercus rubra"	35.22786436	-83.02411233
"Quercus rubra"	35.28489647	-83.10446915
"Quercus rubra"	35.08610862	-83.3569825
"Quercus rubra"	35.03007778	-83.37089158
"Quercus rubra"	35.0290547	-83.37092275
"Quercus rubra"	35.30530391	-83.10976467
"Quercus rubra"	35.72629044	-82.21906328
"Quercus rubra"	35.35065371	-82.86846871
"Quercus rubra"	35.36398222	-82.833984
"Quercus rubra"	35.37319352	-82.8434878
"Quercus rubra"	35.36860116	-82.84916975
"Quercus rubra"	35.37066543	-82.88306421
"Quercus rubra"	35.37028397	-82.84789476
"Quercus rubra"	35.36511813	-82.85500116
"Quercus rubra"	35.37073839	-82.84508552
"Quercus rubra"	35.37278966	-82.86809541
"Quercus rubra"	35.36330859	-82.86189427
"Quercus rubra"	35.36832539	-82.8483466
"Quercus rubra"	35.32250663	-82.8339931
"Quercus rubra"	35.29759481	-82.92511835
"Quercus rubra"	35.29402817	-82.91805167
"Quercus rubra"	35.31849222	-82.95154948
"Quercus rubra"	35.29191828	-82.91609886
"Quercus rubra"	35.08635902	-83.13149713
"Quercus rubra"	35.7883465	-82.23446207
"Quercus rubra"	35.70536566	-82.27006175
"Quercus rubra"	35.71368967	-82.27093705
"Quercus rubra"	35.71680337	-82.27373477
"Quercus rubra"	35.79999756	-82.23728412
"Quercus rubra"	35.70529757	-82.26271075
"Quercus rubra"	36.10145067	-81.76395369
"Quercus rubra"	36.1050995	-81.80705153
"Quercus rubra"	36.10298702	-81.7853911
"Quercus rubra"	36.09785191	-81.77872713
"Quercus rubra"	36.09378599	-81.81849641
"Quercus rubra"	35.29022786	-81.09912699
"Quercus rubra"	35.29018791	-81.10007481
"Quercus rubra"	34.89154804	-81.01468346
"Quercus rubra"	34.63570033	-85.09825871
"Quercus rubra"	35.18364835	-84.41644836
"Quercus rubra"	35.92632625	-82.95385562
"Quercus rubra"	35.30153087	-81.09080753
"Quercus rubra"	36.08453421	-82.35559148
"Quercus rubra"	36.43336314	-81.38432757
"Quercus rubra"	34.90283946	-82.66126014
"Quercus rubra"	35.45434215	-83.99866771
"Quercus rubra"	35.92759637	-82.86540589
"Quercus rubra"	34.68756708	-85.43865884
"Quercus rubra"	34.68670561	-85.31069172
"Quercus rubra"	35.03013492	-77.13631288
"Quercus rubra"	35.02799229	-77.13548686
"Quercus rubra"	35.62497191	-79.18829111
"Quercus rubra"	35.73128894	-79.10399074
"Quercus rubra"	35.68344955	-79.33234335
"Quercus rubra"	35.71988414	-79.39029808
"Quercus rubra"	36.00436491	-79.48928672
"Quercus rubra"	35.73014008	-79.10268593
"Quercus rubra"	35.72762063	-79.0976864
"Quercus rubra"	35.54166733	-78.98936194
"Quercus rubra"	35.11753203	-78.85833091
"Quercus rubra"	36.00075545	-78.66922272
"Quercus rubra"	36.12720485	-78.82525875
"Quercus rubra"	35.84215075	-78.7385644
"Quercus rubra"	35.98447267	-79.01991455
"Quercus rubra"	35.61885609	-79.15181017
"Quercus rubra"	36.20593284	-78.88699791
"Quercus rubra"	36.31990142	-76.77264019
"Quercus rubra"	36.32232831	-76.77381593
"Quercus rubra"	36.31600834	-76.80443441
"Quercus rubra"	33.52090157	-85.72232814
"Quercus rubra"	33.85725816	-85.5159593
"Quercus rubra"	33.71132349	-85.68405576
"Quercus rubra"	33.52104727	-85.72437453
"Quercus rubra"	33.02041379	-87.07722289
"Quercus rubra"	35.61105737	-79.15177536
"Quercus rubra"	35.9580402	-78.97911204
"Quercus rubra"	35.89293448	-79.02046176
"Quercus rubra"	35.52536829	-84.16143015
"Quercus rubra"	34.81946278	-77.1798087
"Quercus rubra"	35.52683204	-84.16035018
"Quercus rubra"	33.12711498	-83.5978404
"Quercus rubra"	33.23732615	-83.7018783
"Quercus rubra"	33.34775784	-83.45689659
"Quercus rubra"	33.7222259	-83.29368871
"Quercus rubra"	33.18590975	-83.63428727
"Quercus rubra"	33.59429546	-83.25973451
"Quercus rubra"	33.18140411	-83.54046577
"Quercus rubra"	33.03180686	-83.71442816
"Quercus rubra"	33.27774142	-83.51233289
"Quercus rubra"	33.41848513	-83.39032765
"Quercus rubra"	34.59898605	-90.63493849
"Quercus rubra"	32.93474084	-87.39392216
"Quercus rubra"	32.75343023	-87.00599398
"Quercus rubra"	34.59915716	-90.6327936
"Quercus rubra"	32.76417123	-86.95952583
"Quercus rubra"	32.91201871	-87.00122771
"Quercus rubra"	32.8776334	-87.46689437
"Quercus rubra"	32.91298606	-87.0055
"Quercus rubra"	34.59790032	-90.6359785
"Quercus rubra"	34.36539741	-87.18543575
"Quercus rubra"	34.35493613	-87.18006384
"Quercus rubra"	34.28574563	-87.39764678
"Quercus rubra"	34.19998038	-87.25242374
"Quercus rubra"	34.36645813	-87.18570819
"Quercus rubra"	34.41840714	-87.3028912
"Quercus rubra"	35.43339011	-80.01664276
"Quercus rubra"	36.32618727	-77.44922576
"Quercus rubra"	34.57058931	-85.13191141
"Quercus rubra"	34.52364045	-85.16518375
"Quercus rubra"	34.52628264	-85.16838348
"Quercus rubra"	35.30067176	-81.08702068
"Quercus rubra"	33.72535725	-85.60008701
"Quercus rubra"	33.72519379	-85.6008458
"Quercus rubra"	33.45769403	-85.86772582
"Quercus rubra"	33.83306636	-85.62058607
"Quercus rubra"	33.45705904	-85.87019086
"Quercus rubra"	33.83417674	-85.62480175
"Quercus rubra"	33.87730929	-85.5587683
"Quercus rubra"	33.87688759	-85.57258419
"Quercus rubra"	33.62648971	-85.67239704
"Quercus rubra"	33.43993545	-85.83633191
"Quercus rubra"	33.45437571	-85.87005912
"Quercus rubra"	34.9005356	-82.65993227
"Quercus rubra"	34.96694265	-82.84477109
"Quercus rubra"	34.96692957	-82.84438743
"Quercus rubra"	35.10087205	-84.55613746
"Quercus rubra"	33.02491179	-83.71726033
"Quercus rubra"	32.79195891	-87.18697145
"Quercus rubra"	34.21385173	-87.36977113
"Quercus rubra"	35.23577923	-79.8037176
"Quercus rubra"	35.35056332	-80.09925925
"Quercus rubra"	35.41780418	-80.08377478
"Quercus rubra"	35.44495792	-80.06792075
"Quercus rubra"	35.40547719	-80.0887335
"Quercus rubra"	35.41077355	-80.0874179
"Quercus rubra"	35.33388775	-80.09791222
"Quercus rubra"	35.41195295	-80.08879635
"Quercus rubra"	35.43402497	-80.08017462
"Quercus rubra"	34.57575997	-85.23201355
"Quercus rubra"	34.58982846	-85.23774336
"Quercus rubra"	34.527073	-83.38332327
"Quercus rubra"	36.09919884	-82.43508787
"Quercus rubra"	36.49873013	-81.29874197
"Quercus rubra"	35.27081783	-83.45951523
"Quercus rubra"	36.37847452	-80.11481698
"Quercus rubra"	36.25250137	-80.49953973
"Quercus rubra"	36.42353111	-80.29391909
"Quercus rubra"	34.98243884	-82.84273859
"Quercus rubra"	35.54781021	-79.01993851
"Quercus rubra"	36.22090405	-79.54708348
"Quercus rubra"	36.46277939	-81.34649723
"Quercus rubra"	36.46478585	-81.34671606
"Quercus rubra"	36.32922654	-81.65544337
"Quercus rubra"	35.32448256	-83.63169652
"Quercus rubra"	35.30539794	-83.65099317
"Quercus rubra"	36.13225923	-81.69332104
"Quercus rubra"	35.70888832	-82.24368513
"Quercus rubra"	35.82271545	-82.13134772
"Quercus rubra"	35.79572011	-82.14955525
"Quercus rubra"	35.96737949	-81.7468503
"Quercus rubra"	36.0316801	-81.86947432
"Quercus rubra"	35.74657795	-82.20706831
"Quercus rubra"	35.69212453	-82.18503846
"Quercus rubra"	35.8532492	-81.89814906
"Quercus rubra"	35.9213548	-81.92004687
"Quercus rubra"	35.85173475	-81.90198711
"Quercus rubra"	35.91791651	-81.91368841
"Quercus rubra"	35.85140583	-81.9064448
"Quercus rubra"	35.89319555	-81.88505059
"Quercus rubra"	35.85262069	-81.90396713
"Quercus rubra"	35.92514559	-81.89048018
"Quercus rubra"	35.93346071	-81.91815994
"Quercus rubra"	35.8817981	-81.8922201
"Quercus rubra"	35.87038388	-81.88754235
"Quercus rubra"	35.88992919	-81.89949006
"Quercus rubra"	35.84935899	-81.90723374
"Quercus rubra"	35.84724907	-81.898242
"Quercus rubra"	35.85406063	-81.90417384
"Quercus rubra"	35.85462861	-81.90364923
"Quercus rubra"	35.89233503	-81.88654954
"Quercus rubra"	35.3777615	-82.92750017
"Quercus rubra"	35.35863657	-82.8335325
"Quercus rubra"	35.37697565	-82.91348072
"Quercus rubra"	35.38969227	-82.89238972
"Quercus rubra"	35.37077141	-82.92072274
"Quercus rubra"	35.35488126	-82.833023
"Quercus rubra"	35.3619779	-82.80860579
"Quercus rubra"	35.37369076	-82.92765176
"Quercus rubra"	35.35724039	-82.83100893
"Quercus rubra"	35.36155378	-82.81056796
"Quercus rubra"	35.36541047	-82.8148152
"Quercus rubra"	35.36348081	-82.81834591
"Quercus rubra"	35.36305648	-82.8180868
"Quercus rubra"	35.37953432	-82.89810408
"Quercus rubra"	35.36050149	-82.83649478
"Quercus rubra"	35.39231714	-82.89087299
"Quercus rubra"	35.36483872	-82.83301988
"Quercus rubra"	35.39034219	-82.88789593
"Quercus rubra"	35.37955499	-82.89617588
"Quercus rubra"	35.36644643	-82.83439464
"Quercus rubra"	35.3428707	-82.90253505
"Quercus rubra"	35.35484099	-82.82984604
"Quercus rubra"	35.34844025	-82.81299582
"Quercus rubra"	35.37587486	-82.93625905
"Quercus rubra"	35.37774079	-82.89191535
"Quercus rubra"	35.35875879	-82.8135412
"Quercus rubra"	35.34326654	-82.89808452
"Quercus rubra"	35.36082701	-82.82257361
"Quercus rubra"	35.35740295	-82.81395182
"Quercus rubra"	35.36776346	-82.81735584
"Quercus rubra"	35.37618787	-82.88861092
"Quercus rubra"	35.35761453	-82.82145862
"Quercus rubra"	35.34318079	-82.89628648
"Quercus rubra"	35.33972589	-82.81486794
"Quercus rubra"	35.36846262	-82.81957137
"Quercus rubra"	35.42782311	-82.85324754
"Quercus rubra"	35.35871592	-82.82095839
"Quercus rubra"	35.37050229	-82.84311758
"Quercus rubra"	35.33543278	-82.83309508
"Quercus rubra"	35.43727597	-82.84404503
"Quercus rubra"	35.40317611	-82.86079221
"Quercus rubra"	35.39362037	-82.88143076
"Quercus rubra"	35.36269232	-83.92556596
"Quercus rubra"	35.44014132	-82.84395405
"Quercus rubra"	35.34092466	-82.82132867
"Quercus rubra"	35.3377871	-82.83154627
"Quercus rubra"	35.43030856	-82.85396503
"Quercus rubra"	35.34436874	-82.82054937
"Quercus rubra"	35.34935352	-82.8894358
"Quercus rubra"	35.33603575	-82.8294769
"Quercus rubra"	35.39999515	-82.86197751
"Quercus rubra"	35.42757305	-82.83897243
"Quercus rubra"	35.42813466	-82.83772425
"Quercus rubra"	35.37577309	-82.81968936
"Quercus rubra"	35.42906715	-82.83956864
"Quercus rubra"	35.39744164	-82.84070734
"Quercus rubra"	35.39682494	-82.86193094
"Quercus rubra"	35.39862715	-82.86506705
"Quercus rubra"	35.34794675	-82.81548953
"Quercus rubra"	35.35191573	-82.87839006
"Quercus rubra"	35.35147597	-82.87769102
"Quercus rubra"	35.39348075	-82.86556633
"Quercus rubra"	35.37195778	-82.88333659
"Quercus rubra"	35.3610544	-82.89497334
"Quercus rubra"	35.36272692	-82.8944231
"Quercus rubra"	35.39125124	-82.86452454
"Quercus rubra"	35.3744604	-82.88745566
"Quercus rubra"	35.35158095	-82.82343621
"Quercus rubra"	35.35122709	-82.82610269
"Quercus rubra"	35.36519181	-82.85398975
"Quercus rubra"	35.39883686	-82.86605788
"Quercus rubra"	35.3997037	-82.86640738
"Quercus rubra"	35.36783601	-83.93159887
"Quercus rubra"	35.366499	-82.91592906
"Quercus rubra"	35.3657008	-82.91428799
"Quercus rubra"	35.35375301	-83.93730492
"Quercus rubra"	35.36822802	-83.9560649
"Quercus rubra"	35.37372117	-83.94388837
"Quercus rubra"	35.40258698	-83.98840179
"Quercus rubra"	35.36881903	-83.95633805
"Quercus rubra"	35.40042495	-83.99575583
"Quercus rubra"	35.36637964	-83.93398451
"Quercus rubra"	35.40117259	-83.98897029
"Quercus rubra"	35.36746234	-83.97897175
"Quercus rubra"	35.40604572	-83.99802692
"Quercus rubra"	35.36835666	-83.97939437
"Quercus rubra"	35.36576143	-83.98072041
"Quercus rubra"	35.42776895	-83.98071392
"Quercus rubra"	35.42701742	-83.97779228
"Quercus rubra"	35.41035166	-83.99478768
"Quercus rubra"	35.43316529	-83.98586404
"Quercus rubra"	35.39662134	-83.93769246
"Quercus rubra"	35.41082335	-83.98442325
"Quercus rubra"	35.36508554	-83.97656839
"Quercus rubra"	35.400413	-83.99627597
"Quercus rubra"	35.3673231	-83.93004021
"Quercus rubra"	35.42544271	-83.98413918
"Quercus rubra"	35.39511647	-83.99156703
"Quercus rubra"	35.45550955	-83.969543
"Quercus rubra"	35.41873296	-83.99514691
"Quercus rubra"	35.41937872	-84.00044395
"Quercus rubra"	35.3671417	-83.92861665
"Quercus rubra"	35.3701321	-83.98343555
"Quercus rubra"	35.46023373	-83.96901579
"Quercus rubra"	35.40901543	-83.98373875
"Quercus rubra"	35.45960412	-83.97013613
"Quercus rubra"	35.3609406	-83.94861904
"Quercus rubra"	35.39169063	-83.95059257
"Quercus rubra"	35.36572075	-83.97792982
"Quercus rubra"	35.40377062	-83.99339045
"Quercus rubra"	35.44148402	-83.97715329
"Quercus rubra"	35.40829268	-83.99571815
"Quercus rubra"	35.41040361	-84.0089757
"Quercus rubra"	35.36773917	-83.96460352
"Quercus rubra"	35.41708037	-84.00001228
"Quercus rubra"	35.3650282	-83.92572396
"Quercus rubra"	35.57732772	-83.7663495
"Quercus rubra"	35.587148	-83.86152374
"Quercus rubra"	35.58884128	-83.76562897
"Quercus rubra"	35.6180371	-83.84932475
"Quercus rubra"	35.59971224	-83.50168973
"Quercus rubra"	35.54962652	-83.83686938
"Quercus rubra"	35.58302022	-83.76589407
"Quercus rubra"	35.61398002	-83.84989541
"Quercus rubra"	35.61466176	-83.85735327
"Quercus rubra"	35.53207917	-83.84343705
"Quercus rubra"	35.56902687	-83.76302154
"Quercus rubra"	35.59903269	-83.49955801
"Quercus rubra"	35.58978631	-83.85477799
"Quercus rubra"	35.6012808	-83.50171716
"Quercus rubra"	35.53792214	-83.82768766
"Quercus rubra"	35.60142308	-83.49998266
"Quercus rubra"	35.60113154	-83.49850409
"Quercus rubra"	35.60058417	-83.50023294
"Quercus rubra"	35.58915238	-83.76709779
"Quercus rubra"	35.54520624	-83.83329669
"Quercus rubra"	35.58044703	-83.7627942
"Quercus rubra"	35.5981306	-83.5017901
"Quercus rubra"	35.54152932	-83.8359064
"Quercus rubra"	35.60145051	-83.50143688
"Quercus rubra"	35.5985742	-83.49944466
"Quercus rubra"	35.59804018	-83.5002265
"Quercus rubra"	35.53817111	-83.83325686
"Quercus rubra"	35.6012105	-83.50045335
"Quercus rubra"	35.58603113	-83.85454705
"Quercus rubra"	35.53987827	-83.84048121
"Quercus rubra"	35.60196641	-83.50157429
"Quercus rubra"	35.5666656	-83.76830065
"Quercus rubra"	35.60087755	-83.49919673
"Quercus rubra"	35.54231654	-83.83230051
"Quercus rubra"	35.54979569	-83.83400009
"Quercus rubra"	35.60531256	-83.92508949
"Quercus rubra"	36.08227725	-82.4196019
"Quercus rubra"	36.07592607	-82.40163971
"Quercus rubra"	36.09618835	-82.43421416
"Quercus rubra"	35.10748457	-83.19796187
"Quercus rubra"	35.08156753	-83.2416199
"Quercus rubra"	35.08613674	-83.17307568
"Quercus rubra"	35.31962263	-82.83638315
"Quercus rubra"	35.09064573	-83.5170798
"Quercus rubra"	35.4125671	-83.04513087
"Quercus rubra"	35.29340133	-83.03972992
"Quercus rubra"	35.5838056	-83.64295055
"Quercus rubra"	35.54238754	-83.80553096
"Quercus rubra"	35.52653157	-83.86793811
"Quercus rubra"	35.59000563	-83.64352581
"Quercus rubra"	35.6157323	-83.65750981
"Quercus rubra"	35.58978639	-83.64549432
"Quercus rubra"	35.52274214	-83.83195962
"Quercus rubra"	35.54327927	-83.8040647
"Quercus rubra"	35.58898065	-83.64256777
"Quercus rubra"	35.54154137	-83.80511562
"Quercus rubra"	35.58901724	-83.64371382
"Quercus rubra"	35.5708835	-83.64260886
"Quercus rubra"	35.05578905	-83.10375029
"Quercus rubra"	35.03307902	-83.2497709
"Quercus rubra"	35.08269484	-83.13463661
"Quercus rubra"	35.59900905	-83.49835846
"Quercus rubra"	35.08248647	-83.13952212
"Quercus rubra"	34.96444189	-83.30005514
"Quercus rubra"	35.39357556	-83.10352268
"Quercus rubra"	35.38278606	-83.08510772
"Quercus rubra"	35.38147335	-83.11091442
"Quercus rubra"	35.38011848	-83.10792614
"Quercus rubra"	35.39285839	-83.10042875
"Quercus rubra"	35.39780007	-83.08995794
"Quercus rubra"	35.38469012	-83.10890756
"Quercus rubra"	35.38428277	-83.12680789
"Quercus rubra"	35.39026964	-83.12539533
"Quercus rubra"	35.39718259	-83.10148791
"Quercus rubra"	35.38386752	-83.11137385
"Quercus rubra"	35.36883795	-83.12014032
"Quercus rubra"	35.37083816	-83.12316044
"Quercus rubra"	35.3717141	-83.11683713
"Quercus rubra"	35.38012115	-83.10294075
"Quercus rubra"	35.38553949	-83.10218191
"Quercus rubra"	35.37444359	-83.11838757
"Quercus rubra"	35.38376611	-83.10493051
"Quercus rubra"	35.38617151	-83.10187402
"Quercus rubra"	35.38117868	-83.11038459
"Quercus rubra"	35.38192612	-83.10752052
"Quercus rubra"	35.3848879	-83.11128968
"Quercus rubra"	35.39082483	-83.1057974
"Quercus rubra"	35.38926365	-83.11310848
"Quercus rubra"	35.3844981	-83.10371797
"Quercus rubra"	35.38158036	-83.0960538
"Quercus rubra"	35.38647442	-83.10696706
"Quercus rubra"	35.37564843	-83.11705916
"Quercus rubra"	35.38779132	-83.11478016
"Quercus rubra"	35.58837629	-83.89023757
"Quercus rubra"	35.62428918	-83.87863911
"Quercus rubra"	35.65714552	-82.43554758
"Quercus rubra"	35.56608442	-83.92134924
"Quercus rubra"	35.53696954	-83.83709846
"Quercus rubra"	35.53506309	-83.93614789
"Quercus rubra"	35.73764448	-82.37244987
"Quercus rubra"	35.55257888	-83.91832332
"Quercus rubra"	35.53701252	-83.82776074
"Quercus rubra"	35.58437215	-83.77319605
"Quercus rubra"	35.57495941	-83.93600033
"Quercus rubra"	35.78527943	-82.35983148
"Quercus rubra"	35.76491092	-82.35168351
"Quercus rubra"	35.54707553	-83.82723632
"Quercus rubra"	35.71871129	-82.42227055
"Quercus rubra"	35.5538367	-83.83129139
"Quercus rubra"	35.52230392	-83.86821162
"Quercus rubra"	35.7208439	-82.40935926
"Quercus rubra"	35.71989473	-82.39682635
"Quercus rubra"	35.67062722	-82.42661764
"Quercus rubra"	35.70972517	-82.40599184
"Quercus rubra"	35.53153582	-83.86543976
"Quercus rubra"	35.54603958	-83.81435396
"Quercus rubra"	35.71196839	-82.39403292
"Quercus rubra"	35.71239819	-82.37929847
"Quercus rubra"	35.67049893	-82.43631709
"Quercus rubra"	35.61998712	-83.88837785
"Quercus rubra"	35.62290456	-83.88714013
"Quercus rubra"	35.57788977	-83.92433134
"Quercus rubra"	35.59574158	-83.9185645
"Quercus rubra"	35.56341367	-83.92678055
"Quercus rubra"	35.58742907	-83.86125258
"Quercus rubra"	35.57906906	-83.9196121
"Quercus rubra"	35.62382298	-83.88452611
"Quercus rubra"	35.78045222	-82.38316211
"Quercus rubra"	35.60856111	-83.85848738
"Quercus rubra"	36.08324336	-82.3551566
"Quercus rubra"	35.38579355	-82.72464995
"Quercus rubra"	35.12362301	-82.6213333
"Quercus rubra"	36.44910636	-81.06531411
"Quercus rubra"	35.2409613	-83.55916406
"Quercus rubra"	35.89874688	-81.87834458
"Quercus rubra"	35.19992488	-83.61707991
"Quercus rubra"	35.20882983	-83.6090788
"Quercus rubra"	35.22599706	-83.56451886
"Quercus rubra"	35.19377665	-83.62260042
"Quercus rubra"	35.94673155	-81.93233985
"Quercus rubra"	35.22838948	-83.5647994
"Quercus rubra"	35.1835033	-83.63610721
"Quercus rubra"	35.17510044	-83.5763131
"Quercus rubra"	35.177129	-83.58160745
"Quercus rubra"	35.18917554	-83.6407954
"Quercus rubra"	35.19539162	-83.61142038
"Quercus rubra"	35.17744422	-83.62449477
"Quercus rubra"	35.17580131	-83.6286003
"Quercus rubra"	35.18514947	-83.62763401
"Quercus rubra"	35.21706925	-83.59333302
"Quercus rubra"	35.19788689	-83.62879523
"Quercus rubra"	35.4533275	-83.98932596
"Quercus rubra"	35.35391674	-83.96466878
"Quercus rubra"	35.37936465	-83.95088024
"Quercus rubra"	35.36288928	-83.95061227
"Quercus rubra"	35.4486443	-83.98969782
"Quercus rubra"	35.37882916	-83.97698454
"Quercus rubra"	35.37790202	-83.98375942
"Quercus rubra"	35.37501597	-83.98664004
"Quercus rubra"	35.41783068	-83.9854204
"Quercus rubra"	35.3584697	-83.96089365
"Quercus rubra"	35.38056178	-83.97750684
"Quercus rubra"	35.43740955	-84.00246963
"Quercus rubra"	35.38868314	-83.97261114
"Quercus rubra"	35.36623543	-83.97082399
"Quercus rubra"	35.42535164	-84.01159858
"Quercus rubra"	35.38151716	-83.99215359
"Quercus rubra"	35.37654595	-83.9572385
"Quercus rubra"	35.40160585	-83.97453323
"Quercus rubra"	35.43196624	-84.02243875
"Quercus rubra"	35.42640776	-83.98071163
"Quercus rubra"	35.36111564	-83.97164047
"Quercus rubra"	35.37392773	-83.97080291
"Quercus rubra"	35.41688494	-84.02534087
"Quercus rubra"	35.36040992	-83.92641315
"Quercus rubra"	35.37449193	-83.95673569
"Quercus rubra"	35.35208526	-83.95155042
"Quercus rubra"	35.4277552	-84.02066817
"Quercus rubra"	35.35960406	-83.96032054
"Quercus rubra"	35.37623201	-83.97036477
"Quercus rubra"	35.35820277	-83.95923887
"Quercus rubra"	35.41711636	-84.02698102
"Quercus rubra"	35.43515838	-84.0025478
"Quercus rubra"	35.37685894	-83.97964651
"Quercus rubra"	35.3804281	-83.96805968
"Quercus rubra"	35.43077646	-84.02154271
"Quercus rubra"	35.42911687	-83.97937113
"Quercus rubra"	35.37574657	-83.94953721
"Quercus rubra"	35.35773739	-83.93635997
"Quercus rubra"	35.37781226	-83.9805874
"Quercus rubra"	35.44307471	-84.00470076
"Quercus rubra"	35.43227353	-84.01632526
"Quercus rubra"	35.38251389	-83.95938066
"Quercus rubra"	35.36686733	-83.95657588
"Quercus rubra"	35.38032208	-83.97062746
"Quercus rubra"	35.38018643	-83.96112298
"Quercus rubra"	35.45164947	-83.99861277
"Quercus rubra"	35.36139867	-83.94250033
"Quercus rubra"	35.38434755	-83.98241541
"Quercus rubra"	35.36078095	-83.94790484
"Quercus rubra"	35.35351659	-83.94568529
"Quercus rubra"	35.3616628	-83.97524485
"Quercus rubra"	35.352504	-83.94338027
"Quercus rubra"	34.97185155	-83.29990563
"Quercus rubra"	35.77267807	-83.08609473
"Quercus rubra"	35.41262856	-82.26179942
"Quercus rubra"	35.08474864	-83.0329932
"Quercus rubra"	35.08568491	-83.02353462
"Quercus rubra"	36.08122967	-81.82656322
"Quercus rubra"	36.12230915	-82.08701876
"Quercus rubra"	36.1200986	-81.82198347
"Quercus rubra"	36.12452894	-81.8221929
"Quercus rubra"	36.1205678	-82.08510006
"Quercus rubra"	35.79153805	-82.22756212
"Quercus rubra"	35.38924288	-82.76870807
"Quercus rubra"	35.42149112	-83.05292416
"Quercus rubra"	35.39225106	-82.76795699
"Quercus rubra"	35.4159642	-83.05082543
"Quercus rubra"	35.79671476	-82.22398133
"Quercus rubra"	35.7194878	-82.22319728
"Quercus rubra"	35.80015525	-82.22840406
"Quercus rubra"	35.42590881	-83.04926576
"Quercus rubra"	35.42434923	-83.05133006
"Quercus rubra"	35.41215784	-83.03950083
"Quercus rubra"	35.72158034	-82.21048968
"Quercus rubra"	35.79428296	-82.22711949
"Quercus rubra"	35.79164975	-82.2261688
"Quercus rubra"	35.79551694	-82.22013446
"Quercus rubra"	35.79281201	-82.21784551
"Quercus rubra"	35.18400688	-83.56102474
"Quercus rubra"	35.42310316	-82.75236561
"Quercus rubra"	35.79631533	-82.2177628
"Quercus rubra"	35.39267351	-83.04161158
"Quercus rubra"	35.40750231	-82.74386005
"Quercus rubra"	35.79742775	-82.22180878
"Quercus rubra"	35.38702118	-83.03679301
"Quercus rubra"	35.42670051	-83.04911658
"Quercus rubra"	35.79512149	-82.2270477
"Quercus rubra"	35.79723935	-82.22254721
"Quercus rubra"	35.03923794	-83.47926706
"Quercus rubra"	35.79452333	-82.2317289
"Quercus rubra"	35.43303065	-83.03795576
"Quercus rubra"	35.79598207	-82.22750988
"Quercus rubra"	35.79637728	-82.23056068
"Quercus rubra"	35.04348327	-83.4739479
"Quercus rubra"	35.4238747	-82.74877043
"Quercus rubra"	35.7995384	-82.23138417
"Quercus rubra"	35.3951877	-82.76894345
"Quercus rubra"	35.72168905	-82.2221085
"Quercus rubra"	35.80070658	-82.22885709
"Quercus rubra"	35.10667053	-83.18446852
"Quercus rubra"	35.71234992	-82.23490668
"Quercus rubra"	35.0329228	-83.46550014
"Quercus rubra"	35.40071395	-82.76354707
"Quercus rubra"	35.8000522	-82.22971327
"Quercus rubra"	35.42871734	-83.03566024
"Quercus rubra"	35.3936909	-82.77317505
"Quercus rubra"	35.05439469	-83.48084459
"Quercus rubra"	35.40634318	-82.76115375
"Quercus rubra"	35.39074422	-83.04961086
"Quercus rubra"	35.40958719	-82.74660966
"Quercus rubra"	35.43147644	-83.03591363
"Quercus rubra"	35.7970073	-82.22735623
"Quercus rubra"	35.71789164	-82.22392313
"Quercus rubra"	35.73838799	-82.38564951
"Quercus rubra"	35.72282575	-82.37124761
"Quercus rubra"	35.81885966	-82.15812368
"Quercus rubra"	35.73642831	-82.38764526
"Quercus rubra"	35.72093001	-82.21707953
"Quercus rubra"	35.79343964	-82.21762715
"Quercus rubra"	35.79630253	-82.2305596
"Quercus rubra"	35.81973925	-82.16170533
"Quercus rubra"	35.79435821	-82.23857346
"Quercus rubra"	35.78512045	-82.30381584
"Quercus rubra"	35.68002462	-82.41453594
"Quercus rubra"	35.72137292	-82.37139005
"Quercus rubra"	35.83790083	-82.18006654
"Quercus rubra"	35.92138256	-81.91814619
